"Year","Month","State","Genus Species","Serotype or Genotype","Etiology Status","Location of Preparation","Illnesses","Hospitalizations","Deaths","Food Vehicle","Contaminated Ingredient"
2007,7,"Virginia","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type; Private home/residence; Other (describe in remarks)",33,4,0,"cheese, unspecified; shami kabob",NA
2007,3,"California","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",52,6,0,"multiple foods",NA
2007,3,"California","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",52,6,0,"multiple foods",NA
2007,7,"Colorado","Escherichia coli","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,7,"Colorado","Shiga toxin-producing","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,7,"Colorado","Escherichia coli","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,7,"Colorado","Shiga toxin-producing","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,7,"Colorado","Escherichia coli","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,7,"Colorado","Shiga toxin-producing","O121; O26; O84","Confirmed; Confirmed; Confirmed","Prison/jail",135,10,0,"american cheese, pasteurized; margarine","cheese"
2007,10,"Minnesota","Salmonella enterica","Typhimurium","Confirmed","Restaurant - other or unknown type",23,1,0,"tomato, unspecified",NA
2007,10,"Georgia","Salmonella enterica","Newport","Confirmed","Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services",67,5,0,"pork, bbq","pork"
2007,11,"Oregon","Norovirus Genogroup I","GI_1","Suspected","Caterer (food prepared off-site from where served)",25,1,0,"sandwich, turkey; sandwich, beef; sandwich, ham; sandwich, tuna fish","leafy green; leafy green; leafy green; leafy green"
2007,9,"Kansas","Norovirus Genogroup II","unknown;","Suspected; Suspected","Caterer (food prepared off-site from where served)",64,0,0,"sausage",NA
2007,11,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type; Private home/residence; Fair, festival, other temp or mobile services",50,0,0,"mutiple mexican foods","beef; leafy green; wraps/tortillas"
2007,12,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",37,0,0,"appetizers",NA
2007,12,"Georgia","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",27,3,0,"turkey, roasted; stuffing, unspecified",NA
2007,10,"California","Norovirus Genogroup II","unknown","Suspected","Caterer (food prepared off-site from where served)",37,0,0,"multiple foods",NA
2007,1,"Florida","Salmonella enterica","Heidelberg","Confirmed",NA,79,NA,NA,"mashed potato/gravy",NA
2007,9,"Pennsylvania","Salmonella enterica","Typhimurium","Confirmed","Other (describe in remarks)",66,3,0,"pork, roasted",NA
2008,1,"Illinois","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",48,0,0,"steak, prime rib; lettuce based salads; bread, unspecified",NA
2007,12,"Pennsylvania","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",78,2,0,"eggs, unspecified; desserts; dessert, other",NA
2007,5,"New Jersey","Salmonella enterica","Litchfield","Confirmed","Restaurant - other or unknown type",30,5,0,"fruit salad; green salad; cantaloupe; honeydew melon; grapes, unspecified",NA
2007,5,"Virginia","Salmonella enterica","London; Typhimurium","Confirmed; Confirmed","Restaurant - other or unknown type",28,0,0,"crispy pork","pork"
2007,5,"Virginia","Salmonella enterica","London; Typhimurium","Confirmed; Confirmed","Restaurant - other or unknown type",28,0,0,"crispy pork","pork"
2008,2,"Arizona","Salmonella enterica","Newport","Confirmed","Fair, festival, other temp or mobile services",87,7,0,"tri-tip",NA
2008,2,"South Carolina","Salmonella enterica","Braenderup","Confirmed","Restaurant - other or unknown type",27,1,0,"pork, bbq",NA
2007,7,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",27,11,0,"pepperoni",NA
2007,7,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",27,11,0,"pepperoni",NA
2008,3,"Tennessee","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",59,0,0,"cake; fruit tea",NA
2008,3,"Oklahoma","Norovirus Genogroup II","unknown","Confirmed","Private home/residence; Grocery store; Religious facility",36,0,0,"ice; chicken",NA
2008,3,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",70,2,0,"house salad",NA
2008,1,"California","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site)",73,0,0,"multiple foods",NA
2008,3,"Illinois","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",36,0,0,"chicken sate; turtle chocolate cookie",NA
2008,4,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",23,0,0,"unspecified fruit; vegetable tray",NA
2007,2,"Multistate","Salmonella enterica","Wandsworth; Typhimurium","Confirmed; Confirmed","Other (describe in remarks)",87,8,0,"vegetable snack, commercially packed","spices"
2007,2,"Multistate","Salmonella enterica","Wandsworth; Typhimurium","Confirmed; Confirmed","Other (describe in remarks)",87,8,0,"vegetable snack, commercially packed","spices"
2007,10,"Multistate","Salmonella enterica","Newport","Confirmed","Private home/residence",43,15,NA,"ground beef, unspecified",NA
2007,4,"Multistate","Escherichia coli","O157:H7","Confirmed",NA,21,5,0,"ground beef, unspecified",NA
2007,4,"Multistate","Shiga toxin-producing","O157:H7","Confirmed",NA,21,5,0,"ground beef, unspecified",NA
2006,7,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",44,21,NA,"ground beef, unspecified",NA
2006,7,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",44,21,NA,"ground beef, unspecified",NA
2008,4,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Other (describe in remarks)",30,0,0,"lettuce-based salads unspecified",NA
2007,2,"Multistate","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Private home/residence",401,108,3,"pot pie",NA
2008,4,"Illinois","Norovirus Genogroup II","unknown","Suspected","Restaurant - other or unknown type",100,3,0,"sandwich, deli",NA
2007,1,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",81,9,0,"eggs, scrambled","egg"
2008,4,"Ohio","Salmonella enterica","Muenchen","Confirmed","Restaurant - other or unknown type",67,10,0,"salsa, unspecified; rice; beans, unspecified",NA
2007,8,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",46,NA,NA,"ground beef","ground beef"
2007,8,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",46,NA,NA,"ground beef","ground beef"
2008,4,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",84,2,0,"coleslaw",NA
2007,6,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",21,2,NA,"ground beef, unspecified","ground beef"
2007,6,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",21,2,NA,"ground beef, unspecified","ground beef"
2008,4,"Florida","Norovirus Genogroup I","unknown","Confirmed","Banquet Facility (food prepared and served on-site)",24,0,0,"muffin, unspecified",NA
2008,4,"Wyoming","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site)",23,1,0,"mixed fruit",NA
2008,5,"Georgia","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",21,0,0,"pasta-based salads unspecified; chicken salad",NA
2007,2,"Multistate","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site)",40,0,0,"oysters","oysters"
2008,3,"Kansas","Norovirus Genogroup I","unknown","Confirmed","School/college/university",92,2,0,"sausage, pigs in a blanket",NA
2007,2,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Private home/residence; Grocery store; Other (describe in remarks)",76,4,0,"lettuce, unspecified; spinach","leafy green; leafy green"
2008,4,"Texas","Salmonella enterica","Rubislaw","Confirmed","Religious facility",146,1,0,"meats",NA
2008,4,"Kansas","Norovirus Genogroup II","unknown","Confirmed","School/college/university",134,0,0,"cake; chicken, nuggets/fingers; ribs; potato, unspecified",NA
2008,6,"Kansas","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",29,4,0,"pico de gallo; guacamole",NA
2008,5,"Florida","Norovirus Genogroup I","GI_1","Suspected","Banquet Facility (food prepared and served on-site)",29,NA,NA,"lettuce-based salads unspecified",NA
2007,6,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - other or unknown type; Private home/residence",65,11,0,"tomato, beefsteak","vine-stalk eg. tomato"
2008,7,"Minnesota","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",46,1,0,"deli meat, sliced turkey ham",NA
2008,7,"Oregon","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",151,1,0,"lettuce wraps",NA
2008,3,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Banquet Facility (food prepared and served on-site); Other (describe in remarks)",30,2,0,"green salad; cucumber, unspecified",NA
2008,8,"Missouri","Salmonella enterica","I 4,[5],12:i:-;","Confirmed; Confirmed","Private home/residence",43,3,0,"pudding, unspecified; whipped cream, unpasteurized",NA
2008,7,"Georgia","Norovirus Genogroup II","unknown","Confirmed","Private home/residence; Caterer (food prepared off-site from where served)",27,0,0,"other cheese, pasteurized; watermelon; grapes, unspecified",NA
2007,8,"Multistate","Salmonella enterica","Paratyphi B","Confirmed","Restaurant - other or unknown type; Grocery store; Other (describe in remarks)",44,5,0,"fish, ahi",NA
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,8,"Virginia","Salmonella enterica","Braenderup; Bovismorbificans; Javiana; Thompson; Rubislaw; Barranquilla","Confirmed; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed","Caterer (food prepared off-site from where served)",45,1,0,"hybrid striped bass","fin fish"
2008,7,"Virginia","Escherichia coli","O157:H7","Confirmed","Camp",59,9,0,"ground beef, other","ground beef"
2008,7,"Virginia","Shiga toxin-producing","O157:H7","Confirmed","Camp",59,9,0,"ground beef, other","ground beef"
2008,9,"Georgia","Norovirus Genogroup II","unknown","Confirmed","Private home/residence",42,0,0,"fruit salad",NA
2008,10,"Tennessee","Salmonella enterica","Anatum","Confirmed","Caterer (food prepared off-site from where served)",50,2,0,"bbq, unspecified",NA
2008,9,"California","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",27,5,0,"tri-tip","beef"
2008,9,"California","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",27,5,0,"tri-tip","beef"
2008,10,"Illinois","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",64,1,0,"lettuce based salads; relish, tomato",NA
2008,11,"New York","Salmonella enterica","Enteritidis","Confirmed","Religious facility",66,16,0,"specialty/ethnic dishes","chicken"
2001,1,"Hawaii","Salmonella enterica","Enteritidis","Confirmed","School/college/university",22,3,0,"mung bean sprouts","sprouts"
1998,8,"Hawaii","Salmonella enterica","Enteritidis","Confirmed",NA,38,3,0,"eggs, other","egg"
2008,11,"Arizona","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",28,0,0,"fried chicken salad",NA
1999,4,"Hawaii","Salmonella enterica","Enteritidis","Confirmed",NA,21,NA,0,"beef/steak dishes","egg"
2008,8,"New York","Salmonella enterica","Hadar","Confirmed","Restaurant - other or unknown type",50,15,0,"turkey","turkey"
2008,5,"Arizona","Salmonella enterica","Montevideo","Confirmed","Restaurant - other or unknown type",101,21,0,"cheese, unspecified; cilantro, unspecified; chicken, raw",NA
2000,8,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Other (describe in remarks)",50,5,0,"egg-containing food, other",NA
2001,6,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Unknown",113,0,0,"eggs, unspecified",NA
2008,10,"West Virginia","Norovirus Genogroup I","unknown","Suspected","School/college/university",57,3,0,"peanut butter; salad bar",NA
2008,6,"California","Salmonella enterica","Typhimurium","Suspected","Other (describe in remarks)",24,1,0,"mutiple mexican foods",NA
2008,8,"North Carolina","Salmonella enterica","Javiana","Confirmed","Other (describe in remarks)",71,17,0,"pork, bbq",NA
2008,10,"Washington","Escherichia coli","O157:H7","Confirmed","Restaurant - other or unknown type",68,4,0,"guacamole, unspecified",NA
2008,10,"Washington","Shiga toxin-producing","O157:H7","Confirmed","Restaurant - other or unknown type",68,4,0,"guacamole, unspecified",NA
2008,12,"Illinois","Norovirus Genogroup I","unknown","Confirmed","Restaurant - other or unknown type",35,0,0,"cheese; ham",NA
2008,12,"Connecticut","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",21,0,0,"mozzarella prosciuto",NA
2008,12,"Ohio","Norovirus Genogroup I","unknown","Confirmed","Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served)",60,NA,0,"fruit salad; vegetable-based salads unspecified",NA
2008,11,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type; School/college/university",33,0,0,"ice tea; ice","water based (eg. drink mix); water"
2008,12,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",23,0,0,"cantaloupe",NA
2008,9,"Colorado","Escherichia coli","O157:NM (H-)","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",21,2,0,"alfalfa sprouts; iceberg lettuce, unspecified","sprouts; leafy green"
2008,9,"Colorado","Shiga toxin-producing","O157:NM (H-)","Confirmed","Restaurant - other or unknown type; Caterer (food prepared off-site from where served)",21,2,0,"alfalfa sprouts; iceberg lettuce, unspecified","sprouts; leafy green"
2008,9,"Michigan","Norovirus Genogroup II","unknown","Confirmed","Caterer (food prepared off-site from where served)",34,0,0,"fruit salad",NA
2008,7,"Washington","Salmonella enterica","Enteritidis","Confirmed","Restaurant - other or unknown type",82,4,0,"fried rice, unspecified",NA
2008,1,"California","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",51,0,0,"house salad","leafy green"
2008,5,"Multistate","Escherichia coli","O157:H7","Confirmed","Private home/residence",79,32,0,"ground beef, unspecified",NA
2008,5,"Multistate","Shiga toxin-producing","O157:H7","Confirmed","Private home/residence",79,32,0,"ground beef, unspecified",NA
2008,12,"Puerto Rico","Salmonella enterica","Infantis","Confirmed","Caterer (food prepared off-site from where served)",31,0,0,"pork",NA
2008,4,"Virginia","Norovirus Genogroup II","unknown","Confirmed","Office/indoor workplace",117,0,0,"sandwich, chicken; potato salad",NA
2008,10,"California","Salmonella enterica","Javiana","Confirmed","Other (describe in remarks)",594,31,0,"watermelon","melon"
2008,11,"California","Salmonella enterica","Heidelberg","Confirmed","Private home/residence",80,1,0,"taco, unspecified",NA
2008,6,"Multistate","Escherichia coli","O157:H7","Confirmed",NA,49,20,0,"ground beef, unspecified","ground beef"
2008,6,"Multistate","Shiga toxin-producing","O157:H7","Confirmed",NA,49,20,0,"ground beef, unspecified","ground beef"
2008,4,"Multistate","Salmonella enterica","Saintpaul","Confirmed",NA,1500,308,2,"peppers, jalapeno; tomato, unspecified; peppers, serrano",NA
2008,9,"Multistate","Salmonella enterica","Typhimurium","Confirmed",NA,714,166,9,"peanut butter; peanut paste",NA
2008,7,"Multistate","Salmonella enterica","Hartford","Confirmed",NA,22,0,0,"salsa, unspecified",NA
2008,4,"Multistate","Salmonella enterica","Saintpaul","Confirmed",NA,26,1,0,"ground turkey, unspecified",NA
2008,9,"Multistate","Escherichia coli","O157:H7","Confirmed",NA,74,NA,0,"iceberg lettuce, unspecified",NA
2008,9,"Multistate","Shiga toxin-producing","O157:H7","Confirmed",NA,74,NA,0,"iceberg lettuce, unspecified",NA
2008,1,"Multistate","Salmonella enterica","Agona","Confirmed",NA,36,12,0,"cereal, puffed rice; cereal, puffed wheat",NA
2008,11,"Florida","Norovirus Genogroup II","unknown","Confirmed","Restaurant - other or unknown type",31,1,0,"ground beef, meatloaf",NA
2007,12,"Multistate","Salmonella enterica","Litchfield","Confirmed","Restaurant - other or unknown type; Private home/residence; Hospital",53,17,0,"cantaloupe",NA
2008,7,"Multistate","Salmonella enterica","Typhimurium","Confirmed","Unknown",24,NA,NA,"alfalfa sprouts",NA
2008,4,"New Jersey","Salmonella enterica","Java","Confirmed","Other (describe in remarks)",70,0,0,"cheddar cheese",NA
2008,12,"Multistate","Salmonella enterica","Rissen","Confirmed","Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility; Other (describe in remarks)",87,NA,NA,"white pepper, ground",NA
2008,7,"Nebraska","Escherichia coli","O111","Suspected","Other (describe in remarks)",34,2,NA,"pork, bbq",NA
1999,8,"Multistate","Salmonella enterica","Muenchen","Confirmed","Restaurant - other or unknown type",157,16,0,"alfalfa sprouts","sprouts"
2014,9,"California","Salmonella enterica","Heidelberg","Confirmed","Restaurant - ""Fast-food""(drive up service or pay at counter)",36,5,0,"chicken, grilled",NA
2014,8,"California","Salmonella enterica","Carmel","Confirmed","Private home/residence; Caterer (food prepared off-site from where served)",33,1,0,"chicken","chicken"
2015,3,"Kansas","Norovirus Genogroup I","unknown","Suspected","School/college/university",38,1,0,"popcorn",NA
2014,6,"Multistate","Salmonella enterica","Paratyphi B","Confirmed",NA,21,5,0,"peppers, mini",NA
2014,10,"Multistate","Salmonella enterica","Javiana","Confirmed",NA,36,8,0,"cucumber, mini",NA
2014,6,"Washington","Salmonella enterica","Anatum; I 4,[5],12:i:-;","Confirmed; Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Other (describe in remarks)",35,4,0,"beef; lamb; pork, roasted",NA
2014,6,"Washington","Salmonella enterica","Anatum; I 4,[5],12:i:-;","Confirmed; Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Other (describe in remarks)",35,4,0,"beef; lamb; pork, roasted",NA
2014,6,"Washington","Salmonella enterica","Anatum; I 4,[5],12:i:-;","Confirmed; Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Other (describe in remarks)",35,4,0,"beef; lamb; pork, roasted",NA
2015,4,"Minnesota","Norovirus Genogroup II","GII_4 Sydney (2012)","Confirmed","Banquet Facility (food prepared and served on-site)",22,0,0,"cake, carrot",NA
2012,5,"California","Salmonella enterica","Enteritidis","Confirmed","Private home/residence",38,1,0,"fajita, chicken","chicken"
2014,11,"Multistate","Norovirus Genogroup I","GI_2","Confirmed","Restaurant - Sit-down dining; Caterer (food prepared off-site from where served)",22,0,0,"oysters, raw",NA
2012,6,"California","Salmonella enterica","Agona; Infantis; Derby","Suspected; Confirmed; Confirmed","Private home/residence",23,2,0,"pork, roasted","pork"
2012,6,"California","Salmonella enterica","Agona; Infantis; Derby","Suspected; Confirmed; Confirmed","Private home/residence",23,2,0,"pork, roasted","pork"
2012,6,"California","Salmonella enterica","Agona; Infantis; Derby","Suspected; Confirmed; Confirmed","Private home/residence",23,2,0,"pork, roasted","pork"
2015,5,"Ohio","Norovirus Genogroup II","GII_4 Sydney (2012)","Confirmed","Banquet Facility (food prepared and served on-site)",48,1,0,"salad","lettuce"
2015,5,"Wisconsin","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Grocery store",73,7,0,"pork, carnitas","pork"
2014,12,"Massachusetts","Salmonella enterica","Typhimurium","Confirmed","Restaurant - ""Fast-food""(drive up service or pay at counter)",57,6,0,"bacalhau a gomes de sa","fish, codfish"
2015,5,"Tennessee","Norovirus Genogroup II","GII_4 New Orleans (2009);","Confirmed; Confirmed","Caterer (food prepared off-site from where served)",36,0,0,"pork tenderloin",NA
2015,5,"Wisconsin","Norovirus Genogroup II","GII_4 Sydney (2012)","Confirmed","Caterer (food prepared off-site from where served)",24,0,0,"fruit salad",NA
2015,5,"Maryland","Norovirus Genogroup I","other","Confirmed","Other (describe in remarks)",123,0,0,"strawberry sauce",NA
2015,4,"Missouri","Salmonella enterica","Oranienburg; Oranienburg","Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Grocery store",46,13,0,"eggs","egg"
2015,4,"Missouri","Salmonella enterica","Oranienburg; Oranienburg","Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Grocery store",46,13,0,"eggs","egg"
2015,6,"Oregon","Salmonella enterica","Typhimurium","Confirmed","Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services",53,28,0,"thai food",NA
2015,8,"Tennessee","Escherichia coli","unknown; unknown","Suspected; Suspected","Private home/residence; Caterer (food prepared off-site from where served)",90,0,0,"guacamole; corn salsa; tacos",NA
2015,8,"Tennessee","Escherichia coli","unknown; unknown","Suspected; Suspected","Private home/residence; Caterer (food prepared off-site from where served)",90,0,0,"guacamole; corn salsa; tacos",NA
2015,8,"Multistate","Salmonella enterica","Newport","Confirmed","Restaurant - ""Fast-food""(drive up service or pay at counter)",119,17,0,"salsa","tomato"
2015,8,"Illinois","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Caterer (food prepared off-site from where served)",46,1,0,"roast beef with mushroom burgundy sauce",NA
2015,3,"Multistate","Salmonella enterica","Newport","Confirmed","Unknown",25,3,0,"latin style soft cheese",NA
2015,3,"Multistate","Salmonella enterica","Paratyphi B; Weltevreden","Confirmed; Confirmed","Restaurant - Sit-down dining; Grocery store; Office/indoor workplace",69,12,0,"tuna, raw",NA
2015,3,"Multistate","Salmonella enterica","Paratyphi B; Weltevreden","Confirmed; Confirmed","Restaurant - Sit-down dining; Grocery store; Office/indoor workplace",69,12,0,"tuna, raw",NA
2015,6,"North Carolina","Salmonella enterica","Typhimurium","Confirmed","Restaurant - Sit-down dining",283,27,1,"pork, bbq","pork"
2015,10,"Michigan","Norovirus Genogroup I","GI_4","Confirmed","Banquet Facility (food prepared and served on-site)",170,1,0,"cheese and crackers; fruit; green beans, unspecified",NA
2015,3,"Arizona","Salmonella enterica","Enteritidis","Confirmed","Banquet Facility (food prepared and served on-site)",38,1,0,"bruschetta","basil; bread; oil; tomato"
2015,10,"Texas","Salmonella enterica","Norwich","Confirmed","Other (describe in remarks)",48,3,0,"turkey; stuffing/dressing",NA
2015,10,"Connecticut","Norovirus Genogroup I","GI_5","Confirmed","School/college/university",54,0,0,"sandwich, unspecified",NA
2015,10,"Nevada","Escherichia coli","O157:H7","Confirmed","Other (describe in remarks)",25,11,0,"chocolate mousse",NA
2015,10,"Nevada","Shiga toxin-producing","O157:H7","Confirmed","Other (describe in remarks)",25,11,0,"chocolate mousse",NA
2015,12,"Michigan","Norovirus Genogroup II","GII_17 Kawasaki (2014)","Confirmed","Private home/residence",73,0,0,"cake","frosting/icing"
2015,8,"Multistate","Salmonella enterica","Enteritidis","Confirmed","Restaurant - Sit-down dining",81,2,0,"truffle olive puree",NA
2015,12,"Connecticut","Norovirus Genogroup I","GI_5","Confirmed","Caterer (food prepared off-site from where served)",25,0,0,"multiple foods",NA
2015,12,"Hawaii","Salmonella enterica","Heidelberg","Suspected","Restaurant - Sit-down dining",24,0,0,"lilikoi chiffon pie",NA
2015,6,"Washington","Salmonella enterica","Enteritidis","Confirmed","Restaurant - Sit-down dining",22,1,0,"hollandaise sauce; eggs benedict",NA
2015,3,"Idaho","Salmonella enterica","Enteritidis","Confirmed","Banquet Facility (food prepared and served on-site)",28,NA,0,"turkey, ground","turkey"
2015,8,"Washington","Norovirus Genogroup II","GII_6","Confirmed","Restaurant - ""Fast-food""(drive up service or pay at counter)",22,0,0,"rice, brown; salsa; chicken",NA
2015,2,"California","Salmonella enterica","Enteritidis","Confirmed; Suspected","Restaurant - Sit-down dining",21,0,0,"oysters, raw","oysters"
2015,9,"Arizona","Salmonella enterica","Enteritidis","Confirmed","Prison/jail",252,0,0,"tossed salad","cabbage; iceberg lettuce"
2015,4,"Multistate","Salmonella enterica","I 4,[5],12:i:-; Infantis","Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Grocery store",192,30,0,"pork",NA
2015,4,"Multistate","Salmonella enterica","I 4,[5],12:i:-; Infantis","Confirmed; Confirmed","Restaurant - Sit-down dining; Private home/residence; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Grocery store",192,30,0,"pork",NA
2015,7,"Multistate","Salmonella enterica","Poona","Confirmed",NA,907,204,6,"cucumber",NA
2015,12,"Multistate","Salmonella enterica","Virchow","Confirmed","Private home/residence",35,6,0,"powder meal replacement","moringa leaf powder"
